c	s	e	str	Ess	round	GC
chrX	57185000	57190000	chrX-57185000	Noness	1st	0.4068
chrX	58370000	58375000	chrX-58370000	Noness	1st	0.3644
chrX	58385000	58390000	chrX-58385000	Noness	1st	0.3714
chrX	58435000	58440000	chrX-58435000	Noness	1st	0.367
chr1	87090000	87095000	chr1-87090000	Ess	1st	0.38
chr1	109015000	109020000	chr1-109015000	Ess	1st	0.4528
chr1	121335000	121340000	chr1-121335000	Ess	1st	0.3614
chr1	177640000	177645000	chr1-177640000	Ess	1st	0.395
chr10	115000	120000	chr10-115000	Ess	1st	0.4676
chr10	88965000	88970000	chr10-88965000	Ess	1st	0.421
chr11	51485000	51490000	chr11-51485000	Ess	1st	0.3632
chr11	51525000	51530000	chr11-51525000	Ess	1st	0.3674
chr11	55470000	55475000	chr11-55470000	Ess	1st	0.3306
chr12	37975000	37980000	chr12-37975000	Ess	1st	0.4356
chr16	29245000	29250000	chr16-29245000	Ess	1st	0.557
chr16	29305000	29310000	chr16-29305000	Ess	1st	0.5386
chr16	32360000	32365000	chr16-32360000	Ess	1st	0.5026
chr16	33945000	33950000	chr16-33945000	Ess	1st	0.4658
chr16	33950000	33955000	chr16-33950000	Ess	1st	0.4884
chr17	21545000	21550000	chr17-21545000	Ess	1st	0.4
chr2	35240000	35245000	chr2-35240000	Ess	1st	0.3668
chr2	95400000	95405000	chr2-95400000	Ess	1st	0.4698
chr20	26235000	26240000	chr20-26235000	Ess	1st	0.4012
chr21	14625000	14630000	chr21-14625000	Ess	1st	0.3752
chr22	17030000	17035000	chr22-17030000	Ess	1st	0.459
chr22	17345000	17350000	chr22-17345000	Ess	1st	0.381
chr22	17390000	17395000	chr22-17390000	Ess	1st	0.4094
chr22	17495000	17500000	chr22-17495000	Ess	1st	0.395
chr22	17215000	17220000	chr22-17215000	Ess	1st	0.3546
chr22	17225000	17230000	chr22-17225000	Ess	1st	0.411
chr22	17230000	17235000	chr22-17230000	Ess	1st	0.4278
chr22	17325000	17330000	chr22-17325000	Ess	1st	0.4536
chr22	17335000	17340000	chr22-17335000	Ess	1st	0.3932
chr4	190605000	190610000	chr4-190605000	Ess	1st	0.4246
chr5	49465000	49470000	chr5-49465000	Ess	1st	0.3848
chr6	62040000	62045000	chr6-62040000	Ess	1st	0.4752
chr6	57605000	57610000	chr6-57605000	Ess	1st	0.3856
chr7	63290000	63295000	chr7-63290000	Ess	1st	0.446
chr7	48905000	48910000	chr7-48905000	Ess	1st	0.375
chr7	61525000	61530000	chr7-61525000	Ess	1st	0.3738
chr8	47000000	47005000	chr8-47000000	Ess	1st	0.537
chr7	57295000	57300000	chr7-57295000	Noness	2nd	0.5004
chr10	106440000	106445000	chr10-106440000	Noness	2nd	0.4866
chr15	25310000	25315000	chr15-25310000	Noness	2nd	0.5334
chr16	34685000	34690000	chr16-34685000	Noness	2nd	0.5208
chr19	22525000	22530000	chr19-22525000	Noness	2nd	0.4546
chr3	75335000	75340000	chr3-75335000	Noness	2nd	0.4818
chr3	75490000	75495000	chr3-75490000	Noness	2nd	0.4824
chr4	131690000	131695000	chr4-131690000	Noness	2nd	0.45
chr10	107490000	107495000	chr10-107490000	Noness	2nd	0.4292
chr19	24135000	24140000	chr19-24135000	Noness	2nd	0.431
chr22	34135000	34140000	chr22-34135000	Noness	2nd	0.466
chr10	128590000	128595000	chr10-128590000	Noness	2nd	0.5734
chr21	15265000	15270000	chr21-15265000	Noness	2nd	0.4646
chr5	98540000	98545000	chr5-98540000	Noness	2nd	0.4274
chr19	43320000	43325000	chr19-43320000	Noness	2nd	0.452
chr2	112310000	112315000	chr2-112310000	Ess	2nd	0.4479999999999999
chr16	34485000	34490000	chr16-34485000	Noness	2nd	0.4654
chr3	147870000	147875000	chr3-147870000	Noness	2nd	0.4722
chr19	22790000	22795000	chr19-22790000	Noness	2nd	0.5156
chr10	108030000	108035000	chr10-108030000	Noness	2nd	0.4412
chr1	161560000	161565000	chr1-161560000	Noness	2nd	0.5114
chr19	23445000	23450000	chr19-23445000	Noness	2nd	0.4456
chr12	96145000	96150000	chr12-96145000	Noness	2nd	0.4418
chr22	34045000	34050000	chr22-34045000	Noness	2nd	0.4528
chr3	82555000	82560000	chr3-82555000	Noness	2nd	0.4516
chr17	20675000	20680000	chr17-20675000	Noness	2nd	0.422
chr16	34385000	34390000	chr16-34385000	Ess	2nd	0.5092
chr7	56605000	56610000	chr7-56605000	Noness	2nd	0.5686
chr19	20175000	20180000	chr19-20175000	Noness	2nd	0.4926
chr17	11355000	11360000	chr17-11355000	Noness	2nd	0.4604
chr13	61800000	61805000	chr13-61800000	Noness	2nd	0.4228
chr7	63485000	63490000	chr7-63485000	Noness	2nd	0.4706
chr17	11150000	11155000	chr17-11150000	Noness	2nd	0.472
chr16	60115000	60120000	chr16-60115000	Noness	2nd	0.4746
chr8	132755000	132760000	chr8-132755000	Noness	2nd	0.4488
chr11	89300000	89305000	chr11-89300000	Ess	2nd	0.4168
chr10	39030000	39035000	chr10-39030000	Noness	2nd	0.615
chr3	75410000	75415000	chr3-75410000	Noness	2nd	0.5046
chr1	208910000	208915000	chr1-208910000	Noness	2nd	0.4908
chr7	56770000	56775000	chr7-56770000	Noness	2nd	0.4734
chr7	46245000	46250000	chr7-46245000	Ess	2nd	0.5012
chrX	58140000	58145000	chrX-58140000	Noness	2nd	0.455
chrX	58215000	58220000	chrX-58215000	Noness	2nd	0.4644
chr3	95310000	95315000	chr3-95310000	Noness	2nd	0.4916
chr14	41985000	41990000	chr14-41985000	Noness	2nd	0.476
chr11	88795000	88800000	chr11-88795000	Noness	2nd	0.4852
chr10	117670000	117675000	chr10-117670000	Noness	2nd	0.4304
chr2	79280000	79285000	chr2-79280000	Ess	2nd	0.439
chr12	20265000	20270000	chr12-20265000	Noness	2nd	0.4614
chr4	9545000	9550000	chr4-9545000	Noness	2nd	0.4862
chr3	80435000	80440000	chr3-80435000	Ess	2nd	0.4448
chr10	128860000	128865000	chr10-128860000	Noness	2nd	0.4702
chr17	3185000	3190000	chr17-3185000	Noness	2nd	0.478
chr22	34300000	34305000	chr22-34300000	Noness	2nd	0.4538
chr3	83550000	83555000	chr3-83550000	Noness	2nd	0.4616
chr12	38475000	38480000	chr12-38475000	Noness	2nd	0.482
chr19	22805000	22810000	chr19-22805000	Noness	2nd	0.5482
chr3	86805000	86810000	chr3-86805000	Ess	2nd	0.476
chr15	22525000	22530000	chr15-22525000	Noness	2nd	0.5194
chr19	23600000	23605000	chr19-23600000	Noness	2nd	0.5196
chr12	17625000	17630000	chr12-17625000	Ess	2nd	0.4428
chr19	22510000	22515000	chr19-22510000	Noness	2nd	0.4524
chr2	95450000	95455000	chr2-95450000	Noness	2nd	0.4952
chr21	15215000	15220000	chr21-15215000	Noness	2nd	0.4968
chr2	200045000	200050000	chr2-200045000	Noness	2nd	0.4668
chr7	62495000	62500000	chr7-62495000	Noness	2nd	0.4862
chr8	12085000	12090000	chr8-12085000	Noness	2nd	0.4888
chr8	12530000	12535000	chr8-12530000	Ess	2nd	0.4586
chr8	34385000	34390000	chr8-34385000	Noness	2nd	0.5016
chr7	57410000	57415000	chr7-57410000	Noness	2nd	0.5184
chr12	18190000	18195000	chr12-18190000	Ess	2nd	0.4758
chr17	15510000	15515000	chr17-15510000	Ess	2nd	0.4506
chr22	34305000	34310000	chr22-34305000	Noness	2nd	0.4598
chrX	58285000	58290000	chrX-58285000	Ess	2nd	0.6054
chr16	34875000	34880000	chr16-34875000	Noness	2nd	0.5002
chr7	57275000	57280000	chr7-57275000	Noness	2nd	0.5166
chr11	50055000	50060000	chr11-50055000	Noness	2nd	0.4378
chr13	78235000	78240000	chr13-78235000	Noness	2nd	0.4932
chr7	57430000	57435000	chr7-57430000	Noness	2nd	0.5062
chr7	57385000	57390000	chr7-57385000	Noness	2nd	0.48
chr16	35020000	35025000	chr16-35020000	Noness	2nd	0.4846
chr5	85580000	85585000	chr5-85580000	Noness	2nd	0.4444
chr10	128455000	128460000	chr10-128455000	Noness	2nd	0.4414
chr7	62500000	62505000	chr7-62500000	Noness	2nd	0.5178
chr17	16765000	16770000	chr17-16765000	Noness	2nd	0.5352
chr17	15635000	15640000	chr17-15635000	Noness	2nd	0.5876
chr14	42140000	42145000	chr14-42140000	Noness	2nd	0.5218
chr7	76615000	76620000	chr7-76615000	Noness	2nd	0.5122
chr5	18535000	18540000	chr5-18535000	Noness	2nd	0.4606
chr7	57875000	57880000	chr7-57875000	Noness	2nd	0.4864
chr10	117785000	117790000	chr10-117785000	Noness	2nd	0.4802
chr17	20460000	20465000	chr17-20460000	Noness	2nd	0.504
chr21	10895000	10900000	chr21-10895000	Noness	2nd	0.4642
chr6	95070000	95075000	chr6-95070000	Noness	2nd	0.494
chr13	59075000	59080000	chr13-59075000	Noness	2nd	0.4752
chr4	146620000	146625000	chr4-146620000	Noness	2nd	0.476
chr7	56550000	56555000	chr7-56550000	Noness	2nd	0.501
chr17	10895000	10900000	chr17-10895000	Noness	2nd	0.4702
chr12	8515000	8520000	chr12-8515000	Noness	2nd	0.4362
chr22	34275000	34280000	chr22-34275000	Noness	2nd	0.4564
chr19	23000000	23005000	chr19-23000000	Ess	2nd	0.447
chr11	81520000	81525000	chr11-81520000	Noness	2nd	0.4372
chr11	50060000	50065000	chr11-50060000	Noness	2nd	0.432
chr7	52495000	52500000	chr7-52495000	Noness	2nd	0.469
chr18	14960000	14965000	chr18-14960000	Noness	2nd	0.472
chr16	34965000	34970000	chr16-34965000	Noness	2nd	0.5348
chr16	34415000	34420000	chr16-34415000	Noness	2nd	0.5294
chr3	75440000	75445000	chr3-75440000	Ess	2nd	0.5068
chr3	78375000	78380000	chr3-78375000	Ess	2nd	0.4268
chr7	57310000	57315000	chr7-57310000	Noness	2nd	0.5066
chr13	88625000	88630000	chr13-88625000	Noness	2nd	0.4594
chr3	96530000	96535000	chr3-96530000	Ess	2nd	0.491
chr22	34400000	34405000	chr22-34400000	Noness	2nd	0.4646
chr7	9765000	9770000	chr7-9765000	Noness	2nd	0.509
chr15	25305000	25310000	chr15-25305000	Noness	2nd	0.5418
chr13	68485000	68490000	chr13-68485000	Noness	2nd	0.451
chr12	9555000	9560000	chr12-9555000	Ess	2nd	0.6818
chr4	132650000	132655000	chr4-132650000	Noness	2nd	0.635
chr11	81515000	81520000	chr11-81515000	Noness	2nd	0.4406
chr17	25315000	25320000	chr17-25315000	Noness	2nd	0.4639999999999999
chr15	22520000	22525000	chr15-22520000	Noness	2nd	0.4594
chr1	76575000	76580000	chr1-76575000	Noness	2nd	0.5062
chr5	167285000	167290000	chr5-167285000	Ess	2nd	0.5752
chr7	57495000	57500000	chr7-57495000	Ess	2nd	0.4892
chr5	123640000	123645000	chr5-123640000	Ess	2nd	0.4644
chrX	58220000	58225000	chrX-58220000	Noness	2nd	0.4772
chr3	96390000	96395000	chr3-96390000	Noness	2nd	0.4538
chrX	58305000	58310000	chrX-58305000	Noness	2nd	0.6138
chr11	91890000	91895000	chr11-91890000	Noness	2nd	0.5186
chr11	28450000	28455000	chr11-28450000	Noness	2nd	0.5244
chr2	221790000	221795000	chr2-221790000	Noness	2nd	0.4522
chr8	7005000	7010000	chr8-7005000	Noness	2nd	0.4598
chr10	124340000	124345000	chr10-124340000	Noness	2nd	0.5182
chr22	49250000	49255000	chr22-49250000	Ess	2nd	0.5382
chr17	18540000	18545000	chr17-18540000	Noness	2nd	0.5864
chr7	51935000	51940000	chr7-51935000	Noness	2nd	0.4498
chr22	34140000	34145000	chr22-34140000	Noness	2nd	0.4722
chr19	22700000	22705000	chr19-22700000	Ess	2nd	0.5704
chr7	56515000	56520000	chr7-56515000	Noness	2nd	0.4922
chr17	20665000	20670000	chr17-20665000	Noness	2nd	0.4424
chr20	25825000	25830000	chr20-25825000	Noness	2nd	0.4996
chr19	23735000	23740000	chr19-23735000	Noness	2nd	0.4184
chr7	56415000	56420000	chr7-56415000	Noness	2nd	0.5
chr12	18350000	18355000	chr12-18350000	Noness	2nd	0.4664
chr17	12745000	12750000	chr17-12745000	Noness	2nd	0.4166
chr17	16745000	16750000	chr17-16745000	Noness	2nd	0.5922
chr22	34790000	34795000	chr22-34790000	Noness	2nd	0.4452
chr2	225160000	225165000	chr2-225160000	Noness	2nd	0.4654
chr6	96705000	96710000	chr6-96705000	Noness	2nd	0.4554
chr10	129320000	129325000	chr10-129320000	Noness	2nd	0.4546
chr15	46175000	46180000	chr15-46175000	Ess	2nd	0.4636
chrX	58105000	58110000	chrX-58105000	Noness	2nd	0.4926
chr19	23080000	23085000	chr19-23080000	Ess	2nd	0.5092
chr13	64315000	64320000	chr13-64315000	Noness	2nd	0.5024
chr15	20505000	20510000	chr15-20505000	Noness	2nd	0.597
chr1	158340000	158345000	chr1-158340000	Noness	2nd	0.4406
chr16	34810000	34815000	chr16-34810000	Noness	2nd	0.507
chr21	18265000	18270000	chr21-18265000	Ess	2nd	0.4612
chr7	56560000	56565000	chr7-56560000	Ess	2nd	0.5594
chr3	102970000	102975000	chr3-102970000	Noness	2nd	0.44
chr22	34190000	34195000	chr22-34190000	Ess	2nd	0.4528
chr12	9570000	9575000	chr12-9570000	Ess	2nd	0.5804
chr17	11140000	11145000	chr17-11140000	Noness	2nd	0.5614
chr19	23650000	23655000	chr19-23650000	Noness	2nd	0.493
chr22	33830000	33835000	chr22-33830000	Noness	2nd	0.4556
chrX	58145000	58150000	chrX-58145000	Noness	2nd	0.4714
chr7	57425000	57430000	chr7-57425000	Noness	2nd	0.491
chr16	34920000	34925000	chr16-34920000	Ess	2nd	0.4912
chr19	22750000	22755000	chr19-22750000	Ess	2nd	0.469
chrX	58150000	58155000	chrX-58150000	Noness	2nd	0.465
chrX	58130000	58135000	chrX-58130000	Noness	2nd	0.4688
chr18	14430000	14435000	chr18-14430000	Noness	2nd	0.4906
chr5	146885000	146890000	chr5-146885000	Noness	2nd	0.4552
chrX	142600000	142605000	chrX-142600000	Noness	2nd	0.4594
chr11	55325000	55330000	chr11-55325000	Noness	2nd	0.4408
chr7	57705000	57710000	chr7-57705000	Noness	2nd	0.5384
chr7	56670000	56675000	chr7-56670000	Noness	2nd	0.4612
chr19	22695000	22700000	chr19-22695000	Noness	2nd	0.5272
chr5	106315000	106320000	chr5-106315000	Ess	2nd	0.4636
chr11	79965000	79970000	chr11-79965000	Ess	2nd	0.4338
chr10	88775000	88780000	chr10-88775000	Ess	2nd	0.5378
chr7	82070000	82075000	chr7-82070000	Noness	2nd	0.4712
chr8	83280000	83285000	chr8-83280000	Ess	2nd	0.4342
chr22	25040000	25045000	chr22-25040000	Ess	2nd	0.5766
chr17	20670000	20675000	chr17-20670000	Noness	2nd	0.4606
chr7	57300000	57305000	chr7-57300000	Noness	2nd	0.4956
chr1	81965000	81970000	chr1-81965000	Noness	2nd	0.4808
chr7	46985000	46990000	chr7-46985000	Noness	2nd	0.4468
chr19	23500000	23505000	chr19-23500000	Noness	2nd	0.4574
chr19	24145000	24150000	chr19-24145000	Noness	2nd	0.4686
chr11	131780000	131785000	chr11-131780000	Ess	2nd	0.5226
chr19	23340000	23345000	chr19-23340000	Noness	2nd	0.4606
chr18	59000000	59005000	chr18-59000000	Noness	2nd	0.4894
chr19	22780000	22785000	chr19-22780000	Noness	2nd	0.5288
chrX	58225000	58230000	chrX-58225000	Noness	2nd	0.4656
chr16	35025000	35030000	chr16-35025000	Noness	2nd	0.5262
chr10	92055000	92060000	chr10-92055000	Ess	2nd	0.4738
chr1	83420000	83425000	chr1-83420000	Noness	2nd	0.4616
chr10	134595000	134600000	chr10-134595000	Noness	2nd	0.6064
chr8	52445000	52450000	chr8-52445000	Ess	2nd	0.525
chr4	92545000	92550000	chr4-92545000	Noness	2nd	0.4812
chr4	58830000	58835000	chr4-58830000	Noness	2nd	0.489
chr4	118175000	118180000	chr4-118175000	Noness	2nd	0.436
chr7	57710000	57715000	chr7-57710000	Noness	2nd	0.5656
chr16	34980000	34985000	chr16-34980000	Noness	2nd	0.6224
chr16	63650000	63655000	chr16-63650000	Noness	2nd	0.4866
chr2	229045000	229050000	chr2-229045000	Ess	2nd	0.4658
chr12	100110000	100115000	chr12-100110000	Noness	2nd	0.471
chr21	18495000	18500000	chr21-18495000	Noness	2nd	0.4628
chr16	34805000	34810000	chr16-34805000	Noness	2nd	0.5358
chr17	10885000	10890000	chr17-10885000	Ess	2nd	0.4356
chr7	56785000	56790000	chr7-56785000	Noness	2nd	0.435
chr14	48140000	48145000	chr14-48140000	Noness	2nd	0.4888
chr2	213400000	213405000	chr2-213400000	Noness	2nd	0.5188
chr11	49910000	49915000	chr11-49910000	Noness	2nd	0.5334
chr12	20915000	20920000	chr12-20915000	Noness	2nd	0.4676
chr3	137315000	137320000	chr3-137315000	Ess	2nd	0.4714
chr2	87085000	87090000	chr2-87085000	Noness	2nd	0.5574
chr2	95445000	95450000	chr2-95445000	Noness	2nd	0.4782
chr15	26535000	26540000	chr15-26535000	Noness	2nd	0.4648
chr2	222230000	222235000	chr2-222230000	Ess	2nd	0.5198
chrX	6450000	6455000	chrX-6450000	Ess	2nd	0.4634
chr1	105125000	105130000	chr1-105125000	Ess	2nd	0.4306
chr15	24510000	24515000	chr15-24510000	Noness	2nd	0.43
chr7	51965000	51970000	chr7-51965000	Noness	2nd	0.5044
chr17	11395000	11400000	chr17-11395000	Ess	2nd	0.4846
chr2	230425000	230430000	chr2-230425000	Noness	2nd	0.4316
chr10	128465000	128470000	chr10-128465000	Noness	2nd	0.447
chrX	58270000	58275000	chrX-58270000	Noness	2nd	0.4652
chr10	110805000	110810000	chr10-110805000	Noness	2nd	0.46
chr17	11235000	11240000	chr17-11235000	Noness	2nd	0.4942
chr19	23095000	23100000	chr19-23095000	Ess	2nd	0.436
chr11	23955000	23960000	chr11-23955000	Ess	2nd	0.4852
chr1	81640000	81645000	chr1-81640000	Ess	2nd	0.476
chr18	14170000	14175000	chr18-14170000	Noness	2nd	0.6324
chr7	57715000	57720000	chr7-57715000	Noness	2nd	0.4502
chr19	22985000	22990000	chr19-22985000	Noness	2nd	0.467
chr16	29345000	29350000	chr16-29345000	Ess	2nd	0.5018
chr7	57415000	57420000	chr7-57415000	Noness	2nd	0.5184
chr7	57435000	57440000	chr7-57435000	Ess	2nd	0.4782
chr19	20695000	20700000	chr19-20695000	Noness	2nd	0.4748
chr7	57395000	57400000	chr7-57395000	Noness	2nd	0.48
chr17	22210000	22215000	chr17-22210000	Ess	2nd	0.4704
chr6	74610000	74615000	chr6-74610000	Noness	2nd	0.4732
chr4	132585000	132590000	chr4-132585000	Noness	2nd	0.455
chr2	222360000	222365000	chr2-222360000	Noness	2nd	0.4256
chr5	170285000	170290000	chr5-170285000	Noness	2nd	0.4724
chr1	105140000	105145000	chr1-105140000	Noness	2nd	0.4472
chr7	57470000	57475000	chr7-57470000	Noness	2nd	0.4928
chr2	91965000	91970000	chr2-91965000	Noness	2nd	0.5344
chr17	18290000	18295000	chr17-18290000	Noness	2nd	0.5312
chr20	16955000	16960000	chr20-16955000	Noness	2nd	0.4792
chr7	57305000	57310000	chr7-57305000	Noness	2nd	0.5152
chr20	13200000	13205000	chr20-13200000	Noness	2nd	0.5624
chr7	63495000	63500000	chr7-63495000	Noness	2nd	0.4816
chr5	40435000	40440000	chr5-40435000	Noness	2nd	0.4566
chr7	57465000	57470000	chr7-57465000	Noness	2nd	0.5158
chr10	135390000	135395000	chr10-135390000	Noness	2nd	0.4914
chr19	23275000	23280000	chr19-23275000	Noness	2nd	0.482
chr17	11875000	11880000	chr17-11875000	Ess	2nd	0.4878
chr6	58000000	58005000	chr6-58000000	Noness	2nd	0.4416
chr5	51695000	51700000	chr5-51695000	Noness	2nd	0.4452
chr1	104925000	104930000	chr1-104925000	Noness	2nd	0.456
chr21	15430000	15435000	chr21-15430000	Noness	2nd	0.5556
chr7	57390000	57395000	chr7-57390000	Noness	2nd	0.4948
chr18	14470000	14475000	chr18-14470000	Noness	2nd	0.5092
chr6	63870000	63875000	chr6-63870000	Noness	2nd	0.4454
chr5	49665000	49670000	chr5-49665000	Noness	2nd	0.4912
chr10	128580000	128585000	chr10-128580000	Noness	2nd	0.5242
chr7	57400000	57405000	chr7-57400000	Noness	2nd	0.467
chr1	48905000	48910000	chr1-48905000	Noness	2nd	0.46
chr19	23640000	23645000	chr19-23640000	Noness	2nd	0.4668
chr8	50335000	50340000	chr8-50335000	Ess	2nd	0.436
chr7	57420000	57425000	chr7-57420000	Noness	2nd	0.5026
chr15	20440000	20445000	chr15-20440000	Ess	2nd	0.4672
chr11	29995000	30000000	chr11-29995000	Noness	2nd	0.4552
chr19	22800000	22805000	chr19-22800000	Noness	2nd	0.5272
chr10	118240000	118245000	chr10-118240000	Ess	2nd	0.4728
chr12	8775000	8780000	chr12-8775000	Noness	2nd	0.5426
chr15	102285000	102290000	chr15-102285000	Noness	2nd	0.5276
chr16	35045000	35050000	chr16-35045000	Noness	2nd	0.4602
chr10	113470000	113475000	chr10-113470000	Noness	2nd	0.4726
chr19	22690000	22695000	chr19-22690000	Noness	2nd	0.5012
chr11	42900000	42905000	chr11-42900000	Ess	2nd	0.4744
chr21	15270000	15275000	chr21-15270000	Ess	2nd	0.4724
chr6	63715000	63720000	chr6-63715000	Noness	2nd	0.4539999999999999
chr7	63595000	63600000	chr7-63595000	Noness	2nd	0.4452
chr17	11075000	11080000	chr17-11075000	Ess	2nd	0.447
chr19	22610000	22615000	chr19-22610000	Ess	2nd	0.473
chr7	57245000	57250000	chr7-57245000	Noness	2nd	0.565
chr19	28770000	28775000	chr19-28770000	Ess	2nd	0.4408
chr19	23505000	23510000	chr19-23505000	Ess	2nd	0.4452
chr19	23730000	23735000	chr19-23730000	Noness	2nd	0.4802
chr1	86680000	86685000	chr1-86680000	Noness	2nd	0.5044
chrX	58230000	58235000	chrX-58230000	Noness	2nd	0.4679999999999999
chr4	132685000	132690000	chr4-132685000	Noness	2nd	0.433
chr10	128895000	128900000	chr10-128895000	Noness	2nd	0.5116
chr18	68695000	68700000	chr18-68695000	Noness	2nd	0.539
chrX	88835000	88840000	chrX-88835000	Noness	2nd	0.493
chr2	87940000	87945000	chr2-87940000	Ess	2nd	0.5022
chr10	38740000	38745000	chr10-38740000	Noness	2nd	0.5884
chrX	58255000	58260000	chrX-58255000	Noness	2nd	0.4738
chrX	58315000	58320000	chrX-58315000	Noness	2nd	0.5492
chr22	32515000	32520000	chr22-32515000	Ess	2nd	0.5916
chr7	57405000	57410000	chr7-57405000	Noness	2nd	0.5004
chr1	103210000	103215000	chr1-103210000	Noness	2nd	0.4602
chr5	98560000	98565000	chr5-98560000	Ess	2nd	0.424
chr6	94125000	94130000	chr6-94125000	Noness	2nd	0.5068
chr13	54840000	54845000	chr13-54840000	Noness	2nd	0.436
chr7	83090000	83095000	chr7-83090000	Noness	2nd	0.4634
chr11	42895000	42900000	chr11-42895000	Noness	2nd	0.5156
chr7	57880000	57885000	chr7-57880000	Noness	2nd	0.5514
chr19	23645000	23650000	chr19-23645000	Noness	2nd	0.465
chr2	114395000	114400000	chr2-114395000	Noness	2nd	0.4922
chr7	62510000	62515000	chr7-62510000	Ess	2nd	0.5142
chr17	11145000	11150000	chr17-11145000	Noness	2nd	0.5076
chr2	229760000	229765000	chr2-229760000	Noness	2nd	0.4352
chr7	40865000	40870000	chr7-40865000	Ess	2nd	0.4334
chr16	88240000	88245000	chr16-88240000	Ess	2nd	0.5068
chr16	64375000	64380000	chr16-64375000	Ess	2nd	0.484
chr7	57380000	57385000	chr7-57380000	Noness	2nd	0.4796
chr19	22795000	22800000	chr19-22795000	Noness	2nd	0.5058
chr18	14965000	14970000	chr18-14965000	Noness	2nd	0.4754
chr1	79340000	79345000	chr1-79340000	Noness	2nd	0.4674
chr19	23590000	23595000	chr19-23590000	Ess	2nd	0.4532
chr22	25670000	25675000	chr22-25670000	Noness	2nd	0.4842
chrX	83440000	83445000	chrX-83440000	Noness	2nd	0.4658
chr11	49840000	49845000	chr11-49840000	Noness	2nd	0.4852
chr19	22605000	22610000	chr19-22605000	Noness	2nd	0.501
chr15	20460000	20465000	chr15-20460000	Noness	2nd	0.4898
chr5	147245000	147250000	chr5-147245000	Noness	2nd	0.4679999999999999
chr22	34280000	34285000	chr22-34280000	Noness	2nd	0.469
chr16	34465000	34470000	chr16-34465000	Noness	2nd	0.528
chr16	34985000	34990000	chr16-34985000	Noness	2nd	0.6074
chrX	58155000	58160000	chrX-58155000	Noness	2nd	0.4694
chr11	80835000	80840000	chr11-80835000	Noness	2nd	0.4356
chr16	34795000	34800000	chr16-34795000	Noness	2nd	0.46
chr19	23280000	23285000	chr19-23280000	Noness	2nd	0.4548
chr4	9500000	9505000	chr4-9500000	Noness	2nd	0.5386
chr1	161640000	161645000	chr1-161640000	Ess	2nd	0.516
